iteration,hit,distance
1,8,2.189128
1,1_8,2.246162
1,2_8,2.279101
1,3_8,2.348839
1,4_8,2.420798
1,5_8,2.647501
1,6_8,2.656752
1,7_8,2.648019
1,9_8,2.756599
1,9,2.77931
1,8_8,2.750391
1,10_8,2.843259
1,11_8,2.858878
1,12_8,2.817175
1,7,1.889703
1,13_8,2.929079
1,14_8,3.014424
1,15_8,3.027536
1,16_8,3.484991
1,17_8,3.584884
1,10,2.980127
1,18_8,3.603562
1,6,1.517908
1,19_8,4.10544
1,11,3.625411
1,20_8,4.081299
1,21_8,4.133022
1,22_8,4.242604
1,5,1.058286
1,23_8,4.233953
1,12,3.648965
1,24_8,4.384726
1,26_8,4.288496
1,25_8,4.34782
1,27_8,4.472961
1,28_8,4.656455
1,29_8,4.85679
1,31_8,5.130111
1,30_8,5.242718
1,32_8,5.316124
1,33_8,5.454876
1,34_8,5.675387
1,35_8,5.681932
1,36_8,5.7249
1,4,0.784428
1,37_8,6.008184
1,38_8,5.950639
1,40_8,5.828039
1,42_8,6.094626
1,39_8,5.987032
1,41_8,6.059198
1,43_8,6.098699
1,13,4.924723
1,44_8,6.085828
1,3,0.556408
1,45_8,6.346465
1,46_8,6.386019
1,47_8,6.375508
1,48_8,6.466333
1,49_8,6.768937
1,50_8,6.775597
1,14,5.607406
1,51_8,6.832876
1,52_8,6.891139
1,53_8,7.195925
1,2,0.274405
1,54_8,7.169145
1,55_8,7.169113
1,56_8,7.189213
1,57_8,7.175974
1,58_8,7.192422
1,15,6.84005
1,59_8,7.170908
1,60_8,7.474098
1,62_8,7.761136
1,61_8,7.560371
1,63_8,8.135522
1,68_8,8.476867
1,16,7.557903
1,65_8,8.214993
1,64_8,8.265032
1,67_8,8.490745
1,17,7.348035
1,69_8,8.842545
1,66_8,8.620477
1,71_8,8.883792
1,70_8,8.901707
1,72_8,8.96502
1,73_8,8.961416
1,18,8.62945
1,78_8,9.458276
1,77_8,9.495963
1,79_8,10.055239
1,76_8,9.48807
1,75_8,9.588848
1,80_8,10.120532
1,81_8,10.104376
1,74_8,9.629836
1,19,9.461771
1,82_8,10.232667
1,20,11.351903
1,83_8,10.084157
1,84_8,10.371134
1,85_8,10.689436
1,21,10.67319
1,86_8,10.73042
1,87_8,11.620496
1,88_8,11.545646
1,90_8,10.73493
1,89_8,11.41159
1,91_8,10.869807
1,22,11.175935
1,92_8,10.90055
1,93_8,10.629523
1,98_8,11.31186
1,94_8,11.354501
1,96_8,11.033753
1,99_8,11.919664
1,95_8,11.265064
1,97_8,11.222823
1,105_8,11.949541
1,102_8,11.977319
1,106_8,11.927463
1,101_8,11.92674
1,100_8,12.094743
1,107_8,14.418665
1,108_8,14.616077
1,118_8,12.657344
1,104_8,12.817316
1,103_8,12.81083
1,117_8,13.359289
2,8,2.189128
2,2_8,2.279101
2,3_8,2.348839
2,1_8,2.246162
2,4_8,2.420798
2,10,2.980127
2,6_8,2.656752
2,5_8,2.647501
2,22_8,4.242604
2,11,3.625411
2,20_8,4.081299
2,21_8,4.133022
2,12_8,2.817175
2,9_8,2.756599
2,10_8,2.843259
2,9,2.77931
2,13_8,2.929079
2,23_8,4.233953
2,7_8,2.648019
2,17_8,3.584884
2,14_8,3.014424
2,18_8,3.603562
2,19_8,4.10544
2,15_8,3.027536
2,11_8,2.858878
2,49_8,6.768937
2,12,3.648965
2,13,4.924723
2,50_8,6.775597
2,48_8,6.466333
2,47_8,6.375508
2,7,1.889703
2,16_8,3.484991
2,59_8,7.170908
2,62_8,7.761136
2,8_8,2.750391
2,51_8,6.832876
2,44_8,6.085828
2,40_8,5.828039
2,45_8,6.346465
2,52_8,6.891139
2,55_8,7.169113
2,24_8,4.384726
2,42_8,6.094626
2,41_8,6.059198
2,61_8,7.560371
2,60_8,7.474098
2,56_8,7.189213
2,53_8,7.195925
2,43_8,6.098699
2,46_8,6.386019
2,57_8,7.175974
2,25_8,4.34782
2,5,1.058286
2,63_8,8.135522
2,58_8,7.192422
2,26_8,4.288496
2,78_8,9.458276
2,64_8,8.265032
2,54_8,7.169145
2,79_8,10.055239
2,68_8,8.476867
2,80_8,10.120532
2,38_8,5.950639
2,37_8,6.008184
2,66_8,8.620477
2,65_8,8.214993
2,67_8,8.490745
2,15,6.84005
2,6,1.517908
2,71_8,8.883792
2,39_8,5.987032
2,81_8,10.104376
2,27_8,4.472961
2,69_8,8.842545
2,70_8,8.901707
2,73_8,8.961416
2,77_8,9.495963
2,76_8,9.48807
2,75_8,9.588848
2,28_8,4.656455
2,14,5.607406
2,31_8,5.130111
2,29_8,4.85679
2,72_8,8.96502
2,84_8,10.371134
2,32_8,5.316124
2,74_8,9.629836
2,85_8,10.689436
2,30_8,5.242718
2,83_8,10.084157
2,82_8,10.232667
2,35_8,5.681932
2,16,7.557903
2,36_8,5.7249
2,34_8,5.675387
2,86_8,10.73042
2,33_8,5.454876
2,87_8,11.620496
2,88_8,11.545646
2,4,0.784428
2,19,9.461771
2,89_8,11.41159
2,90_8,10.73493
2,91_8,10.869807
2,98_8,11.31186
2,17,7.348035
2,21,10.67319
2,97_8,11.222823
2,18,8.62945
2,92_8,10.90055
2,20,11.351903
2,93_8,10.629523
2,99_8,11.919664
2,94_8,11.354501
2,106_8,11.927463
2,96_8,11.033753
2,95_8,11.265064
2,105_8,11.949541
2,104_8,12.817316
2,101_8,11.92674
2,107_8,14.418665
2,102_8,11.977319
2,108_8,14.616077
2,100_8,12.094743
2,103_8,12.81083
2,109_8,16.620155
2,2,0.274405
2,3,0.556408
2,110_8,16.717155
2,111_8,16.951314
2,117_8,13.359289
2,115_8,14.385106
2,116_8,13.343031
2,112_8,17.159731
2,118_8,12.657344
2,114_8,14.920476
2,113_8,15.062351
2,119_8,13.714687
2,120_8,15.312299
2,22,11.175935
2,121_8,15.406146
2,122_8,16.53941
2,123_8,16.553409
2,124_8,17.128433
2,23,11.181414
2,125_8,18.802486
2,127_8,18.526438
2,126_8,18.512249
2,128_8,18.366483
2,129_8,17.877503
2,130_8,17.287073
2,131_8,18.481254
2,132_8,18.534434
2,133_8,18.32823
2,134_8,19.374477
2,135_8,18.027697
2,24,12.824101
2,136_8,17.876723
2,137_8,18.595808
2,138_8,18.434726
2,139_8,20.970283
2,140_8,20.906993
2,141_8,20.524371
2,147_8,20.235879
2,148_8,20.594914
2,146_8,20.705369
2,145_8,21.232809
2,149_8,20.396937
2,144_8,21.474099
2,142_8,21.544801
2,143_8,21.868185
2,25,15.712179
2,150_8,20.216436
2,26,16.567399
2,151_8,23.488903
2,152_8,24.102909
2,153_8,23.261994
2,154_8,23.252156
2,157_8,28.888816
2,156_8,25.690693
2,155_8,26.608132
2,158_8,24.980847
2,27,19.696244
2,162_8,24.11443
2,160_8,24.882465
2,163_8,24.400079
2,161_8,23.58981
2,159_8,24.418609
2,165_8,23.398335
2,164_8,24.190543
2,166_8,24.324723
2,167_8,26.240711
2,169_8,25.686882
2,168_8,26.548607
2,170_8,25.415461
2,171_8,24.5992
2,174_8,21.65358
2,172_8,24.615751
2,175_8,21.182005
2,173_8,24.966312
2,177_8,20.445899
2,181_8,22.946088
2,176_8,20.118487
2,180_8,23.091166
2,179_8,23.074538
2,178_8,21.834701
2,182_8,22.722416
2,28,34.538776
2,183_8,28.368014
2,185_8,30.40143
2,184_8,28.989772
2,186_8,30.645736
2,187_8,30.139509
2,188_8,29.180106
2,213_8,32.329675
2,192_8,31.371176
2,211_8,32.405671
2,193_8,31.183068
2,191_8,30.072044
2,190_8,29.403617
2,189_8,29.65719
2,204_8,31.81452
2,200_8,32.502383
2,214_8,32.746504
2,201_8,32.16445
2,208_8,33.430407
2,207_8,32.600388
2,209_8,33.960092
2,202_8,33.339475
2,199_8,33.415081
2,206_8,32.332205
2,210_8,32.145409
2,198_8,34.224486
2,196_8,34.538776
2,212_8,32.227835
2,205_8,31.269113
2,194_8,32.897829
2,197_8,34.538776
2,203_8,32.697894
2,216_8,34.114693
2,215_8,33.121508
2,195_8,34.538776
3,8,2.189128
3,2_8,2.279101
3,1_8,2.246162
3,3_8,2.348839
3,10,2.980127
3,4_8,2.420798
3,11,3.625411
3,6_8,2.656752
3,5_8,2.647501
3,13,4.924723
3,15,6.84005
3,12,3.648965
3,9,2.77931
3,19,9.461771
3,7,1.889703
3,21,10.67319
3,9_8,2.756599
3,7_8,2.648019
3,5,1.058286
3,12_8,2.817175
3,10_8,2.843259
3,22_8,4.242604
3,16,7.557903
3,6,1.517908
3,8_8,2.750391
3,21_8,4.133022
3,11_8,2.858878
3,20_8,4.081299
3,14,5.607406
3,13_8,2.929079
3,15_8,3.027536
3,14_8,3.014424
3,17_8,3.584884
3,17,7.348035
3,18_8,3.603562
3,23_8,4.233953
3,20,11.351903
3,19_8,4.10544
3,18,8.62945
3,16_8,3.484991
3,24_8,4.384726
3,50_8,6.775597
3,26_8,4.288496
3,25_8,4.34782
3,22,11.175935
3,49_8,6.768937
3,48_8,6.466333
3,47_8,6.375508
3,40_8,5.828039
3,41_8,6.059198
3,42_8,6.094626
3,43_8,6.098699
3,27_8,4.472961
3,45_8,6.346465
3,44_8,6.085828
3,38_8,5.950639
3,37_8,6.008184
3,39_8,5.987032
3,46_8,6.386019
3,55_8,7.169113
3,51_8,6.832876
3,78_8,9.458276
3,79_8,10.055239
3,56_8,7.189213
3,80_8,10.120532
3,28_8,4.656455
3,108_8,14.616077
3,85_8,10.689436
3,84_8,10.371134
3,4,0.784428
3,52_8,6.891139
3,29_8,4.85679
3,53_8,7.195925
3,59_8,7.170908
3,120_8,15.312299
3,62_8,7.761136
3,118_8,12.657344
3,106_8,11.927463
3,57_8,7.175974
3,31_8,5.130111
3,107_8,14.418665
3,81_8,10.104376
3,105_8,11.949541
3,123_8,16.553409
3,117_8,13.359289
3,83_8,10.084157
3,60_8,7.474098
3,32_8,5.316124
3,119_8,13.714687
3,58_8,7.192422
3,61_8,7.560371
3,54_8,7.169145
3,104_8,12.817316
3,124_8,17.128433
3,109_8,16.620155
3,99_8,11.919664
3,86_8,10.73042
3,30_8,5.242718
3,121_8,15.406146
3,77_8,9.495963
3,110_8,16.717155
3,116_8,13.343031
3,98_8,11.31186
3,68_8,8.476867
3,122_8,16.53941
3,64_8,8.265032
3,87_8,11.620496
3,63_8,8.135522
3,35_8,5.681932
3,114_8,14.920476
3,115_8,14.385106
3,82_8,10.232667
3,71_8,8.883792
3,36_8,5.7249
3,69_8,8.842545
3,34_8,5.675387
3,76_8,9.48807
3,67_8,8.490745
3,102_8,11.977319
3,66_8,8.620477
3,33_8,5.454876
3,103_8,12.81083
3,75_8,9.588848
3,65_8,8.214993
3,113_8,15.062351
3,111_8,16.951314
3,88_8,11.545646
3,97_8,11.222823
3,23,11.181414
3,112_8,17.159731
3,70_8,8.901707
3,101_8,11.92674
3,73_8,8.961416
3,174_8,21.65358
3,72_8,8.96502
3,91_8,10.869807
3,74_8,9.629836
3,127_8,18.526438
3,100_8,12.094743
3,89_8,11.41159
3,90_8,10.73493
3,149_8,20.396937
3,175_8,21.182005
3,173_8,24.966312
3,125_8,18.802486
3,24,12.824101
3,172_8,24.615751
3,126_8,18.512249
3,96_8,11.033753
3,147_8,20.235879
3,148_8,20.594914
3,171_8,24.5992
3,93_8,10.629523
3,25,15.712179
3,26,16.567399
3,165_8,23.398335
3,92_8,10.90055
3,163_8,24.400079
3,170_8,25.415461
3,94_8,11.354501
3,129_8,17.877503
3,131_8,18.481254
3,166_8,24.324723
3,95_8,11.265064
3,169_8,25.686882
3,146_8,20.705369
3,161_8,23.58981
3,150_8,20.216436
3,128_8,18.366483
3,162_8,24.11443
3,157_8,28.888816
3,167_8,26.240711
3,164_8,24.190543
3,160_8,24.882465
3,168_8,26.548607
3,130_8,17.287073
3,158_8,24.980847
3,177_8,20.445899
3,145_8,21.232809
3,153_8,23.261994
3,151_8,23.488903
3,132_8,18.534434
3,134_8,19.374477
3,159_8,24.418609
3,154_8,23.252156
3,156_8,25.690693
3,176_8,20.118487
3,152_8,24.102909
3,144_8,21.474099
3,133_8,18.32823
3,155_8,26.608132
3,178_8,21.834701
3,179_8,23.074538
3,143_8,21.868185
3,181_8,22.946088
3,180_8,23.091166
3,139_8,20.970283
3,135_8,18.027697
3,141_8,20.524371
3,140_8,20.906993
3,3,0.556408
3,142_8,21.544801
3,138_8,18.434726
3,137_8,18.595808
3,182_8,22.722416
3,187_8,30.139509
3,136_8,17.876723
3,27,19.696244
3,186_8,30.645736
3,183_8,28.368014
3,185_8,30.40143
3,184_8,28.989772
3,2,0.274405
3,200_8,32.502383
3,196_8,34.538776
3,201_8,32.16445
3,199_8,33.415081
3,197_8,34.538776
3,198_8,34.224486
3,193_8,31.183068
3,192_8,31.371176
3,188_8,29.180106
3,202_8,33.339475
3,191_8,30.072044
3,195_8,34.538776
3,189_8,29.65719
3,203_8,32.697894
3,190_8,29.403617
3,206_8,32.332205
3,194_8,32.897829
3,204_8,31.81452
3,205_8,31.269113
3,208_8,33.430407
3,207_8,32.600388
3,214_8,32.746504
3,211_8,32.405671
