iteration,hit,distance
1,2,2.365869
2,2,2.365869
2,3,2.064949
2,4,1.868059
3,3,2.064949
3,4,1.868059
3,2,2.365869
3,5,2.926125
3,6,34.538776
3,7,34.538776
4,4,1.868059
4,5,2.926125
4,3,2.064949
4,2,2.365869
4,6,34.538776
4,7,34.538776
4,8,34.538776
4,9,34.538776
5,4,1.868059
5,5,2.926125
5,3,2.064949
5,6,34.538776
5,7,34.538776
5,8,34.538776
5,2,2.365869
5,9,34.538776
5,10,34.538776
5,11,34.538776
6,4,1.868059
6,5,2.926125
6,3,2.064949
6,8,34.538776
6,9,34.538776
6,6,34.538776
6,7,34.538776
6,2,2.365869
6,10,34.538776
6,11,34.538776
6,12,34.538776
6,13,34.538776
7,4,1.868059
7,5,2.926125
7,8,34.538776
7,3,2.064949
7,9,34.538776
7,11,34.538776
7,6,34.538776
7,7,34.538776
7,2,2.365869
7,10,34.538776
7,13,34.538776
7,12,34.538776
7,14,34.538776
7,15,34.538776
7,16,34.538776
8,4,1.868059
8,5,2.926125
8,3,2.064949
8,8,34.538776
8,13,34.538776
8,11,34.538776
8,9,34.538776
8,6,34.538776
8,7,34.538776
8,2,2.365869
8,10,34.538776
8,14,34.538776
8,15,34.538776
8,16,34.538776
8,12,34.538776
8,17,34.538776
9,4,1.868059
9,5,2.926125
9,3,2.064949
9,8,34.538776
9,13,34.538776
9,11,34.538776
9,9,34.538776
9,6,34.538776
9,2,2.365869
9,16,34.538776
9,7,34.538776
9,15,34.538776
9,10,34.538776
9,14,34.538776
9,12,34.538776
9,17,34.538776
9,18,34.538776
9,19,34.538776
10,4,1.868059
10,3,2.064949
10,5,2.926125
10,8,34.538776
10,13,34.538776
10,11,34.538776
10,9,34.538776
10,2,2.365869
10,6,34.538776
10,16,34.538776
10,7,34.538776
10,15,34.538776
10,10,34.538776
10,14,34.538776
10,17,34.538776
10,12,34.538776
10,18,34.538776
10,19,34.538776
10,20,34.538776
11,4,1.868059
11,3,2.064949
11,5,2.926125
11,13,34.538776
11,8,34.538776
11,11,34.538776
11,16,34.538776
11,15,34.538776
11,2,2.365869
11,9,34.538776
11,6,34.538776
11,7,34.538776
11,10,34.538776
11,14,34.538776
11,17,34.538776
11,12,34.538776
11,18,34.538776
11,19,34.538776
11,20,34.538776
11,21,34.538776
11,22,34.538776
11,23,34.538776
12,4,1.868059
12,3,2.064949
12,5,2.926125
12,13,34.538776
12,8,34.538776
12,11,34.538776
12,16,34.538776
12,15,34.538776
12,2,2.365869
12,9,34.538776
12,6,34.538776
12,7,34.538776
12,14,34.538776
12,10,34.538776
12,17,34.538776
12,18,34.538776
12,12,34.538776
12,20,34.538776
12,19,34.538776
12,22,34.538776
12,21,34.538776
12,23,34.538776
12,24,34.538776
13,4,1.868059
13,3,2.064949
13,5,2.926125
13,13,34.538776
13,8,34.538776
13,16,34.538776
13,15,34.538776
13,11,34.538776
13,2,2.365869
13,6,34.538776
13,9,34.538776
13,7,34.538776
13,14,34.538776
13,17,34.538776
13,10,34.538776
13,18,34.538776
13,12,34.538776
13,20,34.538776
13,22,34.538776
13,19,34.538776
13,21,34.538776
13,23,34.538776
13,24,34.538776
13,25,34.538776
14,4,1.868059
14,3,2.064949
14,13,34.538776
14,5,2.926125
14,16,34.538776
14,8,34.538776
14,15,34.538776
14,11,34.538776
14,2,2.365869
14,9,34.538776
14,6,34.538776
14,14,34.538776
14,7,34.538776
14,10,34.538776
14,17,34.538776
14,12,34.538776
14,18,34.538776
14,20,34.538776
14,22,34.538776
14,23,34.538776
14,19,34.538776
14,21,34.538776
14,24,34.538776
14,25,34.538776
14,26,34.538776
15,4,1.868059
15,3,2.064949
15,13,34.538776
15,5,2.926125
15,11,34.538776
15,15,34.538776
15,16,34.538776
15,8,34.538776
15,2,2.365869
15,6,34.538776
15,9,34.538776
15,14,34.538776
15,10,34.538776
15,7,34.538776
15,17,34.538776
15,12,34.538776
15,18,34.538776
15,20,34.538776
15,22,34.538776
15,23,34.538776
15,24,34.538776
15,19,34.538776
15,21,34.538776
15,25,34.538776
15,26,34.538776
15,27,34.538776
16,4,1.868059
16,3,2.064949
16,13,34.538776
16,5,2.926125
16,11,34.538776
16,8,34.538776
16,15,34.538776
16,16,34.538776
16,2,2.365869
16,9,34.538776
16,6,34.538776
16,14,34.538776
16,10,34.538776
16,7,34.538776
16,17,34.538776
16,12,34.538776
16,18,34.538776
16,20,34.538776
16,22,34.538776
16,23,34.538776
16,24,34.538776
16,25,34.538776
16,19,34.538776
16,21,34.538776
16,26,34.538776
16,27,34.538776
16,28,34.538776
17,4,1.868059
17,3,2.064949
17,13,34.538776
17,11,34.538776
17,5,2.926125
17,15,34.538776
17,8,34.538776
17,2,2.365869
17,16,34.538776
17,6,34.538776
17,9,34.538776
17,14,34.538776
17,10,34.538776
17,7,34.538776
17,17,34.538776
17,12,34.538776
17,18,34.538776
17,22,34.538776
17,25,34.538776
17,20,34.538776
17,23,34.538776
17,24,34.538776
17,27,34.538776
17,19,34.538776
17,21,34.538776
17,26,34.538776
17,28,34.538776
18,4,1.868059
18,3,2.064949
18,11,34.538776
18,13,34.538776
18,15,34.538776
18,2,2.365869
18,8,34.538776
18,5,2.926125
18,16,34.538776
18,9,34.538776
18,6,34.538776
18,10,34.538776
18,14,34.538776
18,17,34.538776
18,7,34.538776
18,12,34.538776
18,18,34.538776
18,25,34.538776
18,22,34.538776
18,20,34.538776
18,23,34.538776
18,24,34.538776
18,28,34.538776
18,27,34.538776
18,19,34.538776
18,21,34.538776
18,26,34.538776
18,29,34.538776
19,4,1.868059
19,3,2.064949
19,11,34.538776
19,13,34.538776
19,15,34.538776
19,2,2.365869
19,8,34.538776
19,5,2.926125
19,16,34.538776
19,9,34.538776
19,6,34.538776
19,10,34.538776
19,14,34.538776
19,17,34.538776
19,7,34.538776
19,12,34.538776
19,18,34.538776
19,25,34.538776
19,22,34.538776
19,20,34.538776
19,23,34.538776
19,24,34.538776
