iteration,hit,distance
1,2,1.653903
1,3,2.53525
1,4,2.421482
2,3,2.53525
2,4,2.421482
2,2,1.653903
2,5,2.260084
2,6,1.771516
2,7,2.366019
3,5,2.260084
3,6,1.771516
3,4,2.421482
3,3,2.53525
3,7,2.366019
3,2,1.653903
3,8,2.200162
3,9,2.278762
3,10,0.105361
3,11,34.538776
4,6,1.771516
4,5,2.260084
4,7,2.366019
4,4,2.421482
4,3,2.53525
4,9,2.278762
4,8,2.200162
4,10,0.105361
4,2,1.653903
4,11,34.538776
4,12,34.538776
4,13,34.538776
4,14,34.538776
5,6,1.771516
5,5,2.260084
5,7,2.366019
5,3,2.53525
5,11,34.538776
5,4,2.421482
5,9,2.278762
5,10,0.105361
5,8,2.200162
5,12,34.538776
5,2,1.653903
5,13,34.538776
5,14,34.538776
5,15,34.538776
5,16,34.538776
5,17,34.538776
6,6,1.771516
6,5,2.260084
6,7,2.366019
6,10,0.105361
6,11,34.538776
6,9,2.278762
6,3,2.53525
6,4,2.421482
6,12,34.538776
6,13,34.538776
6,8,2.200162
6,2,1.653903
6,14,34.538776
6,15,34.538776
6,17,34.538776
6,16,34.538776
6,18,34.538776
6,19,34.538776
6,20,34.538776
7,6,1.771516
7,5,2.260084
7,11,34.538776
7,7,2.366019
7,10,0.105361
7,3,2.53525
7,12,34.538776
7,4,2.421482
7,9,2.278762
7,13,34.538776
7,2,1.653903
7,17,34.538776
7,8,2.200162
7,14,34.538776
7,16,34.538776
7,15,34.538776
7,18,34.538776
7,19,34.538776
7,20,34.538776
7,21,34.538776
7,22,34.538776
7,23,34.538776
8,6,1.771516
8,5,2.260084
8,11,34.538776
8,10,0.105361
8,7,2.366019
8,12,34.538776
8,4,2.421482
8,3,2.53525
8,9,2.278762
8,13,34.538776
8,2,1.653903
8,8,2.200162
8,14,34.538776
8,20,34.538776
8,17,34.538776
8,19,34.538776
8,18,34.538776
8,15,34.538776
8,16,34.538776
8,21,34.538776
8,22,34.538776
8,23,34.538776
8,24,34.538776
8,25,4.20479
9,24,34.538776
9,6,1.771516
9,5,2.260084
9,11,34.538776
9,10,0.105361
9,7,2.366019
9,9,2.278762
9,4,2.421482
9,12,34.538776
9,13,34.538776
9,3,2.53525
9,23,34.538776
9,20,34.538776
9,22,34.538776
9,8,2.200162
9,19,34.538776
9,25,4.20479
9,2,1.653903
9,18,34.538776
9,14,34.538776
9,17,34.538776
9,15,34.538776
9,16,34.538776
9,21,34.538776
