iteration,hit,distance
1,2,1.284139
1,3,1.918736
2,2,1.284139
2,3,1.918736
2,4,2.786794
2,5,3.20917
2,6,2.485135
2,7,3.944768
2,8,34.538776
3,6,2.485135
3,5,3.20917
3,2,1.284139
3,3,1.918736
3,7,3.944768
3,4,2.786794
3,8,34.538776
3,9,34.538776
3,10,34.538776
3,11,34.538776
4,6,2.485135
4,5,3.20917
4,3,1.918736
4,7,3.944768
4,2,1.284139
4,8,34.538776
4,9,34.538776
4,4,2.786794
4,10,34.538776
4,11,34.538776
4,12,2.608514
4,13,34.538776
4,14,34.538776
5,3,1.918736
5,6,2.485135
5,2,1.284139
5,5,3.20917
5,7,3.944768
5,10,34.538776
5,12,2.608514
5,11,34.538776
5,8,34.538776
5,9,34.538776
5,13,34.538776
5,4,2.786794
5,14,34.538776
5,15,34.538776
5,16,34.538776
6,13,34.538776
6,3,1.918736
6,11,34.538776
6,10,34.538776
6,14,34.538776
6,12,2.608514
6,7,3.944768
6,9,34.538776
6,6,2.485135
6,8,34.538776
6,5,3.20917
6,2,1.284139
6,15,34.538776
6,4,2.786794
6,16,34.538776
6,17,34.538776
6,18,34.538776
7,13,34.538776
7,10,34.538776
7,14,34.538776
7,11,34.538776
7,3,1.918736
7,12,2.608514
7,7,3.944768
7,9,34.538776
7,8,34.538776
7,6,2.485135
7,5,3.20917
7,16,34.538776
7,15,34.538776
7,2,1.284139
7,4,2.786794
7,17,34.538776
7,18,34.538776
7,19,34.538776
7,20,34.538776
8,13,34.538776
8,10,34.538776
8,14,34.538776
8,11,34.538776
8,12,2.608514
8,3,1.918736
8,9,34.538776
8,7,3.944768
8,8,34.538776
8,16,34.538776
8,17,34.538776
8,6,2.485135
8,15,34.538776
8,18,34.538776
8,5,3.20917
8,2,1.284139
8,19,34.538776
8,4,2.786794
8,20,34.538776
8,21,34.538776
8,22,34.538776
9,10,34.538776
9,3,1.918736
9,19,34.538776
9,13,34.538776
9,18,34.538776
9,9,34.538776
9,17,34.538776
9,14,34.538776
9,11,34.538776
9,7,3.944768
9,8,34.538776
9,12,2.608514
9,16,34.538776
9,6,2.485135
9,2,1.284139
9,5,3.20917
9,15,34.538776
9,22,34.538776
9,20,34.538776
9,4,2.786794
9,21,34.538776
9,23,34.538776
9,24,34.538776
9,25,2.398362
10,3,1.918736
10,19,34.538776
10,17,34.538776
10,7,3.944768
10,13,34.538776
10,10,34.538776
10,18,34.538776
10,8,34.538776
10,9,34.538776
10,23,34.538776
10,14,34.538776
10,12,2.608514
10,11,34.538776
10,16,34.538776
10,22,34.538776
10,2,1.284139
10,6,2.485135
10,5,3.20917
10,15,34.538776
10,24,34.538776
10,21,34.538776
10,20,34.538776
10,4,2.786794
10,25,2.398362
10,26,34.538776
10,27,0.105361
10,28,34.538776
11,23,34.538776
11,22,34.538776
11,19,34.538776
11,3,1.918736
11,17,34.538776
11,24,34.538776
11,7,3.944768
11,18,34.538776
11,25,2.398362
11,13,34.538776
11,8,34.538776
11,9,34.538776
11,10,34.538776
11,14,34.538776
11,12,2.608514
11,11,34.538776
11,16,34.538776
11,2,1.284139
11,6,2.485135
11,26,34.538776
11,21,34.538776
11,5,3.20917
11,15,34.538776
11,20,34.538776
11,4,2.786794
11,27,0.105361
11,28,34.538776
11,29,2.999322
11,30,4.305736
12,23,34.538776
12,19,34.538776
12,3,1.918736
12,7,3.944768
12,22,34.538776
12,18,34.538776
12,9,34.538776
12,8,34.538776
12,10,34.538776
12,24,34.538776
12,13,34.538776
12,25,2.398362
12,14,34.538776
12,12,2.608514
12,17,34.538776
12,11,34.538776
12,2,1.284139
12,26,34.538776
12,6,2.485135
12,16,34.538776
12,5,3.20917
12,28,34.538776
12,21,34.538776
12,27,0.105361
12,15,34.538776
12,4,2.786794
12,20,34.538776
12,29,2.999322
12,30,4.305736
12,31,3.915224
12,32,34.538776
13,7,3.944768
13,23,34.538776
13,3,1.918736
13,10,34.538776
13,8,34.538776
13,9,34.538776
13,13,34.538776
13,19,34.538776
13,24,34.538776
13,14,34.538776
13,12,2.608514
13,18,34.538776
13,11,34.538776
13,22,34.538776
13,25,2.398362
13,6,2.485135
13,17,34.538776
13,2,1.284139
13,26,34.538776
13,5,3.20917
13,28,34.538776
13,16,34.538776
13,27,0.105361
13,21,34.538776
13,15,34.538776
13,4,2.786794
13,20,34.538776
13,29,2.999322
13,31,3.915224
13,30,4.305736
13,32,34.538776
13,33,34.538776
13,34,34.538776
13,35,34.538776
14,3,1.918736
14,23,34.538776
14,19,34.538776
14,18,34.538776
14,7,3.944768
14,24,34.538776
14,10,34.538776
14,8,34.538776
14,9,34.538776
14,22,34.538776
14,25,2.398362
14,11,34.538776
14,12,2.608514
14,13,34.538776
14,14,34.538776
14,2,1.284139
14,17,34.538776
14,6,2.485135
14,26,34.538776
14,28,34.538776
14,5,3.20917
14,16,34.538776
14,27,0.105361
14,21,34.538776
14,4,2.786794
14,15,34.538776
14,20,34.538776
14,34,34.538776
14,31,3.915224
14,30,4.305736
14,29,2.999322
14,35,34.538776
14,32,34.538776
14,33,34.538776
14,36,34.538776
14,37,34.538776
15,3,1.918736
15,23,34.538776
15,19,34.538776
15,18,34.538776
15,10,34.538776
15,7,3.944768
15,24,34.538776
15,22,34.538776
15,8,34.538776
15,9,34.538776
15,11,34.538776
15,12,2.608514
15,2,1.284139
15,17,34.538776
15,25,2.398362
15,13,34.538776
15,14,34.538776
15,6,2.485135
15,5,3.20917
15,16,34.538776
15,28,34.538776
15,26,34.538776
15,34,34.538776
15,31,3.915224
15,21,34.538776
15,27,0.105361
15,4,2.786794
15,35,34.538776
15,30,4.305736
15,20,34.538776
15,15,34.538776
15,32,34.538776
15,33,34.538776
15,29,2.999322
15,36,34.538776
15,37,34.538776
15,38,34.538776
16,3,1.918736
16,19,34.538776
16,23,34.538776
16,18,34.538776
16,10,34.538776
16,7,3.944768
16,24,34.538776
16,22,34.538776
16,2,1.284139
16,11,34.538776
16,8,34.538776
16,12,2.608514
16,17,34.538776
16,9,34.538776
16,25,2.398362
16,13,34.538776
16,14,34.538776
16,6,2.485135
16,16,34.538776
16,5,3.20917
16,34,34.538776
16,28,34.538776
16,26,34.538776
16,31,3.915224
16,21,34.538776
16,35,34.538776
16,27,0.105361
16,30,4.305736
16,33,34.538776
16,4,2.786794
16,32,34.538776
16,20,34.538776
16,15,34.538776
16,29,2.999322
16,36,34.538776
16,37,34.538776
16,38,34.538776
16,39,34.538776
17,23,34.538776
17,3,1.918736
17,19,34.538776
17,18,34.538776
17,22,34.538776
17,24,34.538776
17,10,34.538776
17,12,2.608514
17,7,3.944768
17,2,1.284139
17,17,34.538776
17,11,34.538776
17,9,34.538776
17,8,34.538776
17,25,2.398362
17,13,34.538776
17,14,34.538776
17,6,2.485135
17,16,34.538776
17,34,34.538776
17,5,3.20917
17,26,34.538776
17,28,34.538776
17,31,3.915224
17,21,34.538776
17,35,34.538776
17,27,0.105361
17,33,34.538776
17,32,34.538776
17,4,2.786794
17,30,4.305736
17,20,34.538776
17,15,34.538776
17,29,2.999322
17,36,34.538776
17,38,34.538776
17,37,34.538776
17,39,34.538776
18,3,1.918736
18,23,34.538776
18,19,34.538776
18,18,34.538776
18,10,34.538776
18,7,3.944768
18,12,2.608514
18,22,34.538776
18,24,34.538776
18,11,34.538776
18,8,34.538776
18,9,34.538776
18,2,1.284139
18,17,34.538776
18,13,34.538776
18,25,2.398362
18,14,34.538776
18,6,2.485135
18,34,34.538776
18,5,3.20917
18,16,34.538776
18,26,34.538776
18,28,34.538776
18,31,3.915224
18,35,34.538776
18,21,34.538776
18,33,34.538776
18,27,0.105361
18,32,34.538776
18,4,2.786794
18,30,4.305736
18,15,34.538776
18,20,34.538776
18,29,2.999322
18,36,34.538776
18,38,34.538776
18,37,34.538776
18,39,34.538776
19,3,1.918736
19,23,34.538776
19,19,34.538776
19,18,34.538776
19,10,34.538776
19,7,3.944768
19,12,2.608514
19,22,34.538776
19,24,34.538776
19,11,34.538776
19,8,34.538776
19,9,34.538776
19,2,1.284139
19,17,34.538776
19,13,34.538776
19,25,2.398362
19,14,34.538776
19,6,2.485135
19,34,34.538776
19,5,3.20917
19,16,34.538776
19,26,34.538776
19,28,34.538776
19,31,3.915224
19,35,34.538776
19,21,34.538776
19,33,34.538776
19,27,0.105361
19,32,34.538776
19,4,2.786794
19,30,4.305736
19,15,34.538776
19,20,34.538776
19,29,2.999322
